id,text
72,"Jangan macem macem ya sama saya!
Saya ini aktivis HAM, ayah saya TENTARA, adek saya POLISI, kakaknya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?"
73,"@KOMJUDS Saya aktivis HAM, ayah saya Tentara, Ade saya Polisi, calon Kaka ipar saya KAPOLDA, dosen saya KADER GOLKAR. 
mau saya bawa ke meja hijau?!"
74,"@adjisdoaibu Lebay bangwt emak-emak satu ini, ngeladenin bocah kaya orang idiot jadinya,mana bawa golkar, polisi, kapolda, tentara juga. Ngayalnya ketinggian."
75,"@siYangmuliaRatu jangan macem-macem ya! 
saya mewakili JOT
saya ini aktivis HAM, ayah saya TENTARA, adek saya polisi, kakaknya calon suami saya itu KAPOLDA, dan dosen saya itu kader GOLKAR.
jangan macem-macem kamu! mau saya bawa ke meja hijau?"
76,"@dionizsos Omae jangan macem macem ya sama watashi!
watashi ini aktivis HAM, ayah watashi TENTARA, adek watashi POLISI, kakanya calon suami watashi itu KAPOLDA, dan dosen watashi KADER GOLKAR.
jangan macem macem omae! Mau watashi bawa ke meja hijau?"
77,@sirreggiiee berani2nya fotoin kader golkar?! km gatau calon suami saya kakaknya kapolda??
78,@baj19urs Calon kaka ipar aku kapolda
79,"@zccuci SAYA INI AKTIFIS HAM! DOSEN SAYA KADER GOLKAR, AYAH SAYA TNI! IPAR SAYA KAPOLDA DAN ADIK SAYA POLISI!!"
80,"@AzkaEmha @CNNIndonesia Oh gw mah jelas, bapak gw tentara, adik gw polisi, kakak calon gw kapolda, dosen gw kader partai."
81,"@NonaMaya222 Tadi malam aku membahas ini dgn @Kokosmelck dan @kurisetaru_ tetep ga mudeng dgn kelakuannya. Orang sdh berubah topik jadi Kapolda dan kader golkar🤣, dia masih aja cari panggung dgn memperpanjang bahasan docmart. Dia ga tau apa twitter itu dinamis. Mbok ya ga usah cari panggung"
82,"@fucekrii @syafiqardilla @skqvsky @oohalien Versi Jawa alus

Ampun macem-macem nggih kalih kula! kula punika aktivis HAM, Rama kula TENTARA, rayi kula polisi, kakangipun calon semah kula menika KAPOLDA, dosen kula menika kader GOLKAR. Ampun macem-macem panjenengan! ajeng kula asta dhateng meja ijem?"
83,@Callme_Pii calon suami saya kakaknya kapolda
84,"@hanirahm Mana dipanggil ""nak"" sama ibu2 sok asik 29 tahun yang calon suaminya itu, kakak nya orang kapolda wkwkwk"
85,@adjisdoaibu Kata siapa K itu Kapolda? K-nya itu Kader
86,"@igotsaf Anjret, padahal gw pengen liat kakak 29 tahun yg calon kakak iparnya Kapolda, bikin laporan... ditanggepin gak ya heuheuheu..."
87,"@PRIVATE_P5 @RinnJeon @badutkenyal Yg kapolda itu calon kakak ipar dari mbak 29 tahun tsb. Jd mbanya punya cowo nih, cowo ini punya kakak. Nah kakak si cowo yg kapolda 😅"
88,@blewzinky calon suami saya kakaknya juga Kapolda😔
89,"@SayaIvannofick @adjisdoaibu K = kapolda
P= isolop
O = Ormas
P = Pemuda Pancasila

Hiii atut"
90,"Pokoknya mba F ini menggunakan jabatan yang dimilik oleh anggota keluarganya mulai dari bapaknya yang tentara, adiknya yang polisi, calon iparnya yang kapolda, bahkan sampe bawa dosennya yang kader golkar dan advokat Barlingmascakeb ceunah, semuanya disebut sama dia utk ngancem-"
91,"@finestffin @doxorubysinner Calon suami saya kakaknya polisi, kapolda dia"
92,"@tanyakanrl Itu yg aktivis ham, yg adeknya polisi  yg kk calon suaminya kapolda, trus yg punya dosen kader golkar sekarang lagi ngapain ya?"
93,@jodohhmmuuu calon suami saya juga kakaknya Kapolda 😔
94,@tolongdiisiya @kawtuz jangan macem macem calon suami saya kakaknya kapolda
95,"@Mochi_desu Lapor polisi pake materai 20rb, kan dulu aktipis ham, punya kenalan Kapolda planet namex+ umur udah 39 thn, dulu gurunya kader partai g?
.
.
.
.
.
🤣🤣🤣"
96,"@Jateng_Twit @Bappeda_Jateng @SAMSATSUKOHARJO @ganjarpranowo @BAPenda @kapolda Kalo sdh tahu, Cc nya kok ggk sejak awal twit, tp setelah sy komen ndoro.."
97,"Safa dah minta maap atas kesalahannya
Sabrina dah minta maap atas keteledoran jdi host 
Si flower dah minta maap atas keluarga, kapolda,kader golkar,aktivis HAM

Sekian, Case ditutup 
TOKTOKTOK!!!!🙏🏻"
98,"@STPHNHWANG Maaf ya ka ga lucu
Nanti saya belajar lagi, tolong jangan dilaporin ke kapolda. Makasih 🙏🏻"
99,"@ArditErwandha Kamu ini siapa? Jangan macem macem ya sama saya!
Saya ini aktivis HAM, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?"
100,"@GOAL_ID Pelatihnya kapolda Strasbourg, kipernya TNI Bordeaux, beknya kader partai PSG (Partai Serikat Guyonan)"
101,"@NEVERWRONG__ @KOMJUDS Kamu ini siapa? Jangan macem-macem ya sama saya! Saya ini aktivis HAM, ayah saya tentara, adek saya polisi, kakanya calon suami saya itu KAPOLDA dan dosen saya KADER GOLKAR.

Jangan macem-macem kamu! Mau saya bawa ke meja hijau?"
102,"@nanahashi__ Untung fans emyu gaada yang ayahnya tentara, adiknya polisi, kakak iparnya kapolda, dan dosennya kader golkar 😂"
103,"@Kutipaninsecure @JoshuaKiolol @oohalien mba 29 th aktivis HAM yang dosennya kader golkar, adeknya polisi dan calon iparnya kapolda kak"
104,"@sendrapsendrup Jangan macem macem ya sama saya!
Saya ini aktivis HAM, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?"
105,"@ruhutsitompul dosennya kader golkar, kakak calon suaminya kapolda, trus...nganu"
106,@bubunexstar @jeno_boyfriend Itu si Sabrina yang umur 29 tahun AKTIVIS HAM ayahnya TENTARA adeknya POLISI kakanya calon suami nya KAPOLDA DOSENNYA KADER GOLKAR aja bisa gitu kelakuannya apalagi Mereka 😭😭😖
107,@adjisdoaibu kapolda pop gituu berarti yaa 😭😭😭
108,"@bonngbudi Masih kalah sama marahnya K-Popers Uncle...
K nya aja artinya Kapolda😊"
109,@adjisdoaibu Kapolda pop....
110,"@atised itu ada statement nya bilang kalo calon kakak iparnya itu kapolda, trus yg menghina ini tuh anaknya polisi. trus mba nya ngancem2 mau pindahin bapaknya yg menghina 😅 ada di potongan space yg mana ya aku lupa"
111,"@tubirfess Kamu yang sopan ya, saya umur 29 tahun. Dosen saya kader golkar. Ayah saya tentara, adek saya polisi, dan calon suami saya juga kakaknya polisi kapolda. Kamu jangan macem-macem!!!"
112,"Jangan macem macem ya sama saya!
Saya ini aktivis HAM, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?"
113,"@infotwitwor_ Kamu ini siapa?jangan macem macem ya sama saya!
Saya ini aktivis HAM, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?"
114,@juyricjaebom Calon suami saya....juga....kakaknya polisi.. dia kapolda 😩😩😩
115,"@tanyakanrl entar abis ini kapolda juga ikut komen, ""maaf saya gapunya adik ipar yang namanya flower"""
116,@ditamoechtar_ @GOAL_ID Isuk deui lamun debat space ngomong wes adina mbappe kitu. Kapolda mah lewat.
117,"BARU SADAR TETANGGA W KAPOLDA, JGN JGN CALON KAKAK IPARNYA MAWAR MELATI WKKWKWKWK 😭😭😭😭😭😭"
118,"Jangan macem macem ya sama saya!
Saya ini aktivis HAM, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?"
119,"@ganbattekudasay Saya ini aktivis HAM, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR."
